Shipping method,배송 방법,module,Magento_NegotiableQuote,,,,,
Payment &amp,배송 방법,결제 및 배송 방법,module,,,,,
Payment &amp,배송 방법,결제 및 배송 방법,module,,,,,
Shipping labels is not available.,배송 라벨을 사용할 수 없습니다.,module,Magento_Shipping,,,,,
Shipping labels can't be created. Verify that the store information and settings are complete and try again.,배송 레이블을 만들 수 없습니다. 스토어 정보 및 설정이 완료되었는지 확인하고 다시 시도하십시오.,module,Magento_Shipping,,,,,
Shipping Labels are not allowed.,배송 라벨은 허용되지 않습니다.,module,Magento_Rma,,,,,
Shipping is not applicable.,배송비는 적용되지 않습니다.,module,Magento_Multishipping,,,,,
Account &amp,배송 정보,계정 및 배송 정보,module,,,,,
Payment &amp,배송 정보,Payment &amp,Shipping Information,,,,,
Shipping and Tracking Information,배송 및 추적 정보,module,Magento_Rma,,,,,
Shipping and Tracking Information,배송 및 추적 정보,module,Magento_Shipping,,,,,
Shipping address is not defined for instance purchase.,배송 주소는 인스턴스 구매에 대해 정의되지 않았습니다.,module,Magento_InstantPurchase,,,,,
Shipping address,배송지 주소,module,Magento_NegotiableQuote,,,,,
Shipping & Handling (%1),배송 및 취급 (%1),module,Magento_Sales,,,,,
Shipper Number,발송인 번호,module,Magento_Ups,,,,,
Shipped By,배송지,module,Magento_Sales,,,,,
Shipment Total,출하량 합계,module,Magento_Shipping,,,,,
Shipment Options,배송 옵션,module,Magento_Shipping,,,,,
Shipment History,배송 내역,module,Magento_Shipping,,,,,
Shipment does not exists.,배송이 존재하지 않습니다.,module,Magento_Rma,,,,,
Shipment Comments,배송 설명,module,Magento_Shipping,,,,,
Shipment Comment Email Template for Guest,게스트를 위한 배송 의견 이메일 템플릿,module,Magento_Sales,,,,,
Shipment #%1 created,배송 #%1이(가) 생성됨,module,Magento_Sales,,,,,
Shipment #%1 comment added,배송 #%1 코멘트가 추가되었습니다.,module,Magento_Sales,,,,,
Shipment #%1 | %3 (%2),배송 #%1 | %3 (%2),module,Magento_Shipping,,,,,
Shipment #%1,배송 #%1,module,Magento_Sales,,,,,
Shipment #,선적 #,module,Magento_Shipping,,,,,
Shipment,선적,module,Magento_Braintree,,,,,
Shipment,선적,module,Magento_Sales,,,,,
Shipment,선적,module,Magento_SalesArchive,,,,,
Ship to the recipient's address.,수취인의 주소로 배송합니다.,module,Magento_GiftRegistry,,,,,
Ship to Specific Countries,특정 국가로 배송,module,Magento_Dhl,,,,,
Ship to Specific Countries,특정 국가로 배송,module,Magento_Fedex,,,,,
Ship to Specific Countries,특정 국가로 배송,module,Magento_OfflineShipping,,,,,
Ship to Specific Countries,특정 국가로 배송,module,Magento_Ups,,,,,
Ship to Specific Countries,특정 국가로 배송,module,Magento_Usps,,,,,
Ship to registrant's address,등록자의 주소로 배송,module,Magento_GiftRegistry,,,,,
Ship to Recipient Address,수취인 주소 발송,module,Magento_GiftRegistry,,,,,
Ship to Applicable Countries,해당 국가로 배송,module,Magento_Dhl,,,,,
Ship to Applicable Countries,해당 국가로 배송,module,Magento_Fedex,,,,,
Ship to Applicable Countries,해당 국가로 배송,module,Magento_OfflineShipping,,,,,
Ship to Applicable Countries,해당 국가로 배송,module,Magento_Ups,,,,,
Ship to Applicable Countries,해당 국가로 배송,module,Magento_Usps,,,,,
Ship Here,여기로 배송,module,Magento_NegotiableQuote,,,,,
Ship From,출고처,module,Magento_Rma,,,,,
Ship Date,발송 날짜,module,Magento_Sales,,,,,
Ship Date,발송 날짜,module,Magento_SalesArchive,,,,,
Ship,배,module,Magento_Sales,,,,,
Ship,배,module,Magento_Shipping,,,,,
Sharing,공유,module,Magento_Reminder,,,,,
Shared Catalogs,공유 카탈로그,module,Magento_SharedCatalog,,,,,
Shared Catalog (or Customer Group),공유 카탈로그(또는 고객 그룹),module,Magento_NegotiableQuoteSharedCatalog,,,,,
Shared Catalog,공유 카탈로그,module,Magento_SharedCatalog,,,,,
Share Preview Link,미리보기 링크 공유,module,Magento_Staging,,,,,
Share Gift Registry,Gift Registry 공유,module,Magento_GiftRegistry,,,,,
Share '%1' Gift Registry,%1' 선물 레지스트리 공유,module,Magento_GiftRegistry,Magento_Sales,,,,
Share,공유,module,Magento_GiftRegistry,Magento_Shipping,,,,
Share,공유,module,Magento_Staging,,,,,
Shape,모양,module,Magento_Paypal,,,,,
SFTP Credentials,SFTP 자격 증명,module,Magento_Paypal,,,,,
Settling,정착,module,Magento_Braintree,,,,,
Settlement Response Text,정산 답변서,module,Magento_Braintree,Magento_Rma,,,,
Settlement Report Settings,정산 보고서 설정,module,Magento_Paypal,module,Magento_Sales,,,
Settlement pending,합의 보류 중,module,Magento_Braintree,,,,,
Settlement of a chargeback.,지불 거절 정산.,module,Magento_Paypal,,,,,
Settlement declined,정산이 거부되었습니다,module,Magento_Braintree,,,,,
Settlement Consolidation,정산 통합,module,Magento_Paypal,,,,,
Settlement confirmed,합의 확정,module,Magento_Braintree,,,,,
Settlement Code,정산 코드,module,Magento_Braintree,,,,,
Settlement Batch ID,정산 배치 ID,module,Magento_Braintree,,,,,
Settlement amount is too large.,정산 금액이 너무 큽니다.,module,Magento_Braintree,,,,,
Settled,정착,module,Magento_Braintree,,,,,
settings/visible,설정/표시,module,Magento_Ui,,,,,
settings/typeSelectorTemplate,settings/typeSelectorTemplate,module,Magento_Ui,,,,,
settings/tooltip/description,설정/툴팁/설명,module,Magento_Ui,,,,,
settings/title,설정/제목,module,Magento_Ui,,,,,
settings/subTitle,설정/자막,module,Magento_Ui,,,,,
settings/size,설정/크기,module,Magento_Ui,,,,,
settings/showLabel,설정/showLabel,module,Magento_Ui,,,,,
settings/settingTemplate,settings/settingTemplate,module,Magento_Ui,,,,,
settings/settingLabel,설정/설정레이블,module,Magento_Ui,,,,,
settings/required,설정/필수,module,Magento_Ui,,,,,
settings/placeholder,설정/자리 표시자,module,Magento_Ui,,,,,
settings/openDialogTitle,설정/openDialogTitle,module,Magento_Ui,,,,,
settings/notice,설정/공지사항,module,Magento_Ui,,,,,
settings/newViewLabel,settings/newViewLabel,module,Magento_Ui,,,,,
settings/label,설정/레이블,module,Magento_Ui,,,,,
settings/description,설정/설명,module,Magento_Ui,,,,,
settings/confirm/title,설정/확인/제목,module,Magento_Ui,,,,,
settings/confirm/message,설정/확인/메시지,module,Magento_Ui,,,,,
settings/caption,설정/캡션,module,Magento_Ui,,,,,
settings/callback/target,설정/콜백/대상,module,Magento_Ui,,,,,
settings/callback/provider,설정/콜백/공급자,module,Magento_Ui,,,,,
settings/breakLine,설정/breakLine,module,Magento_Ui,,,,,
settings/addButtonLabel,설정/addButtonLabel,module,Magento_Ui,,,,,
settings/addBefore,설정/addBefore,module,Magento_Ui,,,,,
settings/addAfter,설정/addAfter,module,Magento_Ui,,,,,
Set unique country-state combinations within the same fixed product tax. Verify the combinations and try again.,동일한 고정 제품 세금 내에서 고유한 국가-주 조합을 설정합니다. 조합을 확인하고 다시 시도하십시오.,module,Magento_Weee,,,,,
Set the number of links to display at one time.,한 번에 표시할 링크 수를 설정합니다.,module,Magento_VersionsCms,,,,,
Set shipping methods for all addresses. Verify the shipping methods and try again.,모든 주소에 대한 배송 방법을 설정합니다. 배송 방법을 확인하고 다시 시도하십시오.,module,Magento_Multishipping,,,,,
Set Return-Path,반환 경로 설정,module,Magento_Backend,,,,,
Set Pricing and Structure,가격 책정 및 구조 설정,module,Magento_SharedCatalog,,,,,
Set Order Status to Suspected Fraud for Postcode AVS,우편번호 AVS에 대한 주문 상태를 사기 의심으로 설정,module,Magento_Worldpay,,,,,
Set Order Status to Suspected Fraud for CVV,CVV에 대한 주문 상태를 사기 의심으로 설정,module,Magento_Worldpay,,,,,
Set order for existing transactions not allowed,허용되지 않는 기존 트랜잭션에 대한 주문 설정,module,Magento_Sales,,,,,
Set Inactive,비활성 설정,module,Magento_Company,,,,,
Set Discount,디스카운트 설정,module,Magento_SharedCatalog,,,,,
Set as Inactive,비활성으로 설정,module,Magento_Company,,,,,
Set as default shipping,기본 배송지로 설정,module,Magento_Customer,,,,,
Set as default billing,기본 청구지로 설정,module,Magento_Customer,,,,,
Set address as default shipping,주소를 기본 배송지로 설정,module,Magento_Customer,,,,,
Set address as default billing,주소를 기본 청구지로 설정,module,Magento_Customer,,,,,
Set Active,활성 설정,module,Magento_Company,,,,,
Set a Company as Active,회사를 활성으로 설정,module,Magento_Company,,,,,
Set,집합,module,Magento_Catalog,,,,,
Set,집합,module,Magento_CustomerSegment,,,,,
Service type does not match,서비스 유형이 일치하지 않습니다.,module,Magento_Usps,,,,,
Server Type,서버 유형,module,Magento_ScheduledImportExport,,,,,
Server side less compilation,서버 측 less 컴파일,module,Magento_Developer,,,,,
"Separate each file extension with a comma. Special symboles like dots, converted commas, asterisk, etc. are not allowed.","각 파일 확장명을 쉼표로 구분합니다. 점, 변환된 쉼표, 별표 등과 같은 특수 기호는 허용되지 않습니다.",module,Magento_NegotiableQuote,,,,,
Search Engine Optimisation,SEO (영어),module,Magento_CmsStaging,,,,,
Send Welcome Email From,환영 이메일 보내기,module,Magento_Company,,,,,
Send Welcome Email From,환영 이메일 보내기,module,Magento_Customer,,,,,
Send to Google,Google에 보내기,module,Magento_GoogleTagManager,,,,,
Send this invitation now and earn %1 when your invitee signs up on our site.,지금 이 초대장을 보내고 초대받은 사람이 당사 사이트에 가입할 때 %1을 적립하십시오.,module,Magento_Reward,,,,,
Send Shipment Comments Email Copy Method,발송물 의견 보내기 이메일 복사 방법,module,Magento_Sales,,,,,
Send Shipment Comment Email Copy To,발송물 의견 이메일 사본 보내기,module,Magento_Sales,,,,,
Send Selected,선택 항목 보내기,module,Magento_Invitation,,,,,
Send RMA Email Copy To,RMA 이메일 사본 보내기,module,Magento_Rma,,,,,
Send RMA Email Copy Method,RMA 이메일 복사 방법 보내기,module,Magento_Rma,,,,,
Send RMA Comment Email Copy To,RMA 주석 이메일 사본 보내기,module,Magento_Rma,,,,,
Send RMA Authorization Email Copy To,RMA 권한 부여 이메일 사본 보내기,module,Magento_Rma,,,,,
Send RMA Authorization Email Copy Method,RMA 권한 부여 이메일 복사 방법 보내기,module,Magento_Rma,,,,,
Send Request,요청 보내기,module,Magento_NegotiableQuote,,,,,
Send Quote Email Copy To,견적 이메일 사본 보내기,module,Magento_NegotiableQuote,,,,,
Send Quote Email Copy Method,견적 이메일 복사 방법 보내기,module,Magento_NegotiableQuote,,,,,
Send Order Email,주문 이메일 보내기,module,Magento_Sales,,,,,
Send Order Currency,주문 통화 보내기,module,Magento_GoogleAdwords,,,,,
Send Invitations,초대장 보내기,module,Magento_Invitation,,,,,
Send Gift Receipt,선물 영수증 보내기,module,Magento_GiftWrapping,,,,,
Send From,보낸 사람,module,Magento_GiftRegistry,,,,,
Send From,보낸 사람,module,Magento_Invitation,,,,,
Send for Review,검토를 위해 보내기,module,Magento_NegotiableQuote,,,,,
Send Emails To,이메일 보내기,module,Magento_Contact,,,,,
Send Email Notification From the Following Store View,다음 스토어 보기에서 이메일 알림 보내기,module,Magento_CustomerBalance,,,,,
Send Email from the Following Store View,다음 스토어 보기에서 전자 메일 보내기,module,Magento_GiftCardAccount,,,,,
Send Email Copy Method,이메일 복사 방법 보내기,module,Magento_Company,,,,,
Send Email Confirmation,확인 이메일 보내기,module,Magento_Paypal,,,,,
Send Credit Memo Email Copy To,크레딧 메모 이메일 사본 보내기,module,Magento_Sales,,,,,
Send Credit Memo Email Copy Method,크레딧 메모 보내기 이메일 복사 방법,module,Magento_Sales,,,,,
Send Count,송신 횟수,module,Magento_Catalog,,,,,
Send Company Registration Email Copy To,회사 등록 이메일 사본 보내기,module,Magento_Company,,,,,
Send Company Credit Change Email Copy To,회사 크레딧 변경 이메일 사본 보내기,module,Magento_CompanyCredit,,,,,
Send Check to,수표 보내기,module,Magento_OfflinePayments,,,,,
Send At,보내기,module,Magento_Invitation,,,,,
Send Adminhtml and Frontend as Separate Apps,Adminhtml과 Frontend를 별도의 앱으로 보내기,module,Magento_NewRelicReporting,,,,,
Send,보내기,module,Magento_Logging,,,,,
Send,보내기,module,Magento_NegotiableQuote,,,,,
Seller,파는 사람,module,Magento_NegotiableQuote,,,,,
Selected Update\:,선택한 업데이트\:,module,Magento_Staging,,,,,
Selected payment type is not allowed for billing country.,선택한 결제 유형은 청구서 수신 국가에서 사용할 수 없습니다.,module,Magento_Braintree,,,,,
Selected Payment Methods,선택한 결제 수단,module,Magento_CompanyPayment,,,,,
Selected option(s) or their combination is not currently available.,선택한 옵션 또는 해당 조합은 현재 사용할 수 없습니다.,module,Magento_Quote,,,,,
Selected Only,선택된 항목만,module,Magento_TargetRule,,,,,
Selected layout update is not available,선택한 레이아웃 업데이트를 사용할 수 없습니다.,module,Magento_Catalog,,,,,
